시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자,acc_cnt,sch_cnt,child_cnt,old_cnt,bus_cnt,apar_rd_cnt,apar_rd_fam,apar_ad_cnt,apar_ad_fam,cctv_cnt
대전광역시,유성구,은구비로155번길,,대전광역시유성구죽동651,8980,1,N,N,36.38008382,127.3247745,2,3.7,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,4,7,6,0,0,0,0,4,3260,0.0
대전광역시,유성구,은구비로155번길,,대전광역시유성구죽동649,8981,1,N,N,36.38018038,127.32475,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,4,7,6,0,1,0,0,4,3260,0.0
대전광역시,유성구,은구비로,,대전광역시유성구지족동1005,8982,1,Y,N,36.38092949,127.3231898,4,8.1,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,23,7,6,0,3,2,751,24,13828,0.0
대전광역시,유성구,은구비로156번길,,대전광역시유성구하기동648,8983,1,N,N,36.38147795,127.3245146,1,4.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,7,6,0,2,0,0,6,3317,0.0
대전광역시,유성구,노은동로240번길,,대전광역시유성구지족동863-2,8984,1,N,N,36.38250281,127.3211469,3,4.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,8,6,0,0,0,0,24,13828,0.0
대전광역시,유성구,은구비로,,대전광역시유성구하기동630,8985,1,N,N,36.38130375,127.3238879,2,6.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,6,7,6,0,2,2,751,6,3317,0.0
대전광역시,유성구,은구비로,,대전광역시유성구죽동648,8986,1,N,N,36.38095491,127.3265382,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,3,6,6,0,2,2,751,4,3260,0.0
대전광역시,유성구,은구비로,,대전광역시유성구죽동648,8987,1,N,N,36.38077469,127.3272415,4,8.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,5,6,0,2,2,751,4,3260,0.0
대전광역시,유성구,은구비로138번길,,대전광역시유성구죽동648,8988,1,N,N,36.38083973,127.3273801,2,5.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,5,6,0,2,0,0,4,3260,0.0
대전광역시,유성구,은구비로138번길,,대전광역시유성구죽동645,8989,1,N,N,36.38071429,127.3274711,1,3.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,5,6,0,2,0,0,4,3260,0.0
대전광역시,유성구,은구비로136번길,,대전광역시유성구죽동648,8990,1,N,N,36.38036226,127.3272552,1,2.8,7.0,N,,,,,N,Y,N,N,대전광역시,042-120,2023-01-05,1,5,6,0,2,0,0,4,3260,0.0
대전광역시,유성구,은구비로,,대전광역시유성구죽동648,8991,1,N,N,36.38061561,127.3273058,4,8.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,5,6,0,2,2,751,4,3260,0.0
대전광역시,유성구,은구비로,,대전광역시유성구죽동648,8992,1,N,N,36.38146933,127.3254288,4,6.1,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,7,6,0,0,2,751,4,3260,0.0
대전광역시,유성구,은구비로,,대전광역시유성구죽동648,8993,1,N,N,36.3814225,127.3256148,4,6.1,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,7,6,0,2,2,751,4,3260,0.0
대전광역시,유성구,은구비로156번길,,대전광역시유성구죽동648,8994,1,N,N,36.38153062,127.325582,2,4.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,7,6,0,0,0,0,4,3260,0.0
대전광역시,유성구,은구비로155번안길,,대전광역시유성구죽동650,8995,1,N,N,36.38115363,127.3254269,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,3,7,6,0,2,0,0,4,3260,0.0
대전광역시,유성구,은구비로156번길,,대전광역시유성구하기동644,8996,1,N,N,36.38174381,127.3256307,1,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,8,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,은구비로156번길,,대전광역시유성구하기동644,8997,1,N,N,36.38204947,127.3258127,1,4.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,7,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,은구비로156번길,,대전광역시유성구하기동644,8998,1,N,N,36.38181155,127.3274824,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,7,6,0,2,0,0,6,3317,0.0
대전광역시,유성구,은구비로138번길,,대전광역시유성구하기동644,8999,1,N,N,36.38171158,127.3275434,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,7,6,0,2,0,0,6,3317,0.0
대전광역시,유성구,은구비로138번길,,대전광역시유성구하기동645,9000,1,N,N,36.38176557,127.3276424,1,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,7,6,0,2,0,0,6,3317,0.0
대전광역시,유성구,은구비로156번길,,대전광역시유성구하기동644,9001,1,N,N,36.38229086,127.3260424,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,7,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,은구비로156번길,,대전광역시유성구하기동644,9002,1,N,N,36.3823215,127.3261527,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,7,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,은구비로155번길,,대전광역시유성구죽동648,9003,1,N,N,36.38136715,127.3254708,2,3.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,7,6,0,0,0,0,4,3260,0.0
대전광역시,유성구,노은동로,,대전광역시유성구지족동942,9004,1,N,N,36.37991361,127.3203749,1,4.1,7.0,N,,,,,N,Y,N,N,대전광역시,042-120,2023-01-05,0,8,8,0,0,4,2422,24,13828,0.0
대전광역시,유성구,노은동로,,대전광역시유성구지족동942,9005,1,N,N,36.37992794,127.3202378,2,6.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,8,8,0,0,4,2422,24,13828,0.0
대전광역시,유성구,노은서로210번길,,대전광역시유성구지족동942,9006,1,N,N,36.37842036,127.3211427,2,5.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,7,8,0,0,1,1084,24,13828,0.0
대전광역시,유성구,노은동로,,대전광역시유성구지족동942,9007,1,N,N,36.37851225,127.3212934,2,6.3,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,7,8,0,0,4,2422,24,13828,0.0
대전광역시,유성구,노은동로,,대전광역시유성구지족동942,9008,1,N,N,36.37832489,127.3212932,2,6.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,7,8,0,0,4,2422,24,13828,0.0
대전광역시,유성구,노은동로,,대전광역시유성구지족동975,9009,1,N,N,36.37580339,127.3227665,4,6.1,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,19,7,10,0,0,4,2422,24,13828,2.0
대전광역시,유성구,노은동로,,대전광역시유성구지족동942,9010,1,N,N,36.3768529,127.3218407,2,6.2,7.0,N,,,,,N,Y,N,N,대전광역시,042-120,2023-01-05,2,7,10,0,0,4,2422,24,13828,1.0
대전광역시,유성구,은구비로,,대전광역시유성구지족동971,9011,1,N,N,36.37595412,127.322498,5,8.4,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,4,7,10,0,0,2,751,24,13828,2.0
대전광역시,유성구,노은동로,,대전광역시유성구지족동942,9012,1,N,N,36.37612477,127.3225797,2,6.0,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,6,7,10,0,0,4,2422,24,13828,2.0
대전광역시,유성구,은구비로,,대전광역시유성구지족동971,9013,1,N,N,36.37598907,127.3228189,5,8.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,21,7,10,0,0,2,751,24,13828,2.0
대전광역시,유성구,은구비로,,대전광역시유성구지족동971,9014,1,N,N,36.37627436,127.3237552,3,5.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,7,10,0,2,2,751,24,13828,1.0
대전광역시,유성구,은구비로,,대전광역시유성구지족동880-2,9015,1,N,N,36.37608316,127.3212228,2,6.2,7.0,N,,,,,N,Y,N,N,대전광역시,042-120,2023-01-05,14,7,12,0,2,2,751,24,13828,2.0
대전광역시,유성구,은구비로,,대전광역시유성구지족동971,9016,1,N,N,36.37595798,127.3204451,4,8.1,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,15,7,10,0,2,2,751,24,13828,1.0
대전광역시,유성구,은구비로,,대전광역시유성구지족동941,9017,1,N,N,36.37676626,127.3246881,6,8.2,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,44,8,10,0,3,2,751,24,13828,0.0
대전광역시,유성구,은구비로155번길,,대전광역시유성구죽동651,9018,1,N,N,36.3798515,127.3246548,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,6,6,0,0,0,0,4,3260,0.0
대전광역시,유성구,북유성대로,,대전광역시유성구지족동1010,9019,1,Y,N,36.37731012,127.3250505,1,4.2,7.0,N,,,,,Y,Y,Y,N,대전광역시,042-120,2023-01-05,37,9,8,0,2,0,0,24,13828,0.0
대전광역시,유성구,은구비로,,대전광역시유성구죽동648,9020,1,N,N,36.37925827,127.3264426,4,5.8,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,6,6,0,0,2,751,4,3260,0.0
대전광역시,유성구,은구비로155번길,,대전광역시유성구죽동651,9021,1,N,N,36.37941411,127.3264019,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,6,6,0,0,0,0,4,3260,0.0
대전광역시,유성구,은구비로155번길,,대전광역시유성구죽동650,9022,1,N,N,36.37972712,127.3257942,1,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,3,6,6,0,0,0,0,4,3260,0.0
대전광역시,유성구,은구비로155번길,,대전광역시유성구죽동651,9023,1,N,N,36.37965512,127.3251398,2,3.7,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,6,6,0,0,0,0,4,3260,0.0
대전광역시,유성구,은구비로,,대전광역시유성구지족동1010,9024,1,N,N,36.37713268,127.3251106,4,7.2,7.0,Y,,,,,Y,Y,Y,N,대전광역시,042-120,2023-01-05,40,8,8,0,2,2,751,24,13828,0.0
대전광역시,유성구,은구비로155번길,,대전광역시유성구죽동651,9025,1,N,N,36.37978805,127.3253062,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,6,6,0,0,0,0,4,3260,0.0
대전광역시,유성구,한밭대로259번길,,대전광역시유성구노은동431-1,9026,1,N,N,36.36706907,127.3294154,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,24,5,5,1,0,0,0,5,3282,0.0
대전광역시,유성구,한밭대로259번길,,대전광역시유성구지족동95-4,9027,99,N,N,36.37220569,127.3272028,1,4.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,6,6,6,0,0,0,0,24,13828,0.0
대전광역시,유성구,북유성대로,,대전광역시유성구지족동62-1,9028,1,N,N,36.36965148,127.3269742,10,7.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,10,6,2,0,2,0,0,24,13828,0.0
대전광역시,유성구,한밭대로,,대전광역시유성구노은동42-5,9029,1,N,N,36.36684625,127.3272572,7,8.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,362,5,5,1,0,3,1709,5,3282,0.0
대전광역시,유성구,한밭대로,,대전광역시유성구노은동42-5,9030,1,N,N,36.36684294,127.3267376,5,7.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,352,5,5,1,0,3,1709,5,3282,0.0
대전광역시,유성구,북유성대로,,대전광역시유성구노은동61-13,9031,1,N,N,36.36708954,127.3269974,9,7.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,360,5,4,1,0,0,0,5,3282,0.0
대전광역시,유성구,북유성대로,,대전광역시유성구노은동55-2,9032,1,N,Y,36.36718141,127.3266368,1,6.0,7.0,N,,,,,Y,Y,Y,N,대전광역시,042-120,2023-01-05,107,6,6,1,0,0,0,5,3282,0.0
대전광역시,유성구,월드컵대로,,대전광역시유성구노은동63-33,9033,1,N,Y,36.36716547,127.3273652,1,6.2,7.0,N,,,,,Y,Y,Y,N,대전광역시,042-120,2023-01-05,297,5,5,1,0,2,682,5,3282,0.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동608,9034,1,N,N,36.38919608,127.3316782,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,4,2,0,0,0,0,6,3317,1.0
대전광역시,유성구,현충원로,,대전광역시유성구갑동399-24,9035,1,N,N,36.35991752,127.2906176,1,3.7,7.0,N,,,,,N,Y,N,N,대전광역시,042-120,2023-01-05,3,0,0,0,0,0,0,0,0,0.0
대전광역시,유성구,동서대로,,대전광역시유성구덕명동16-1,9036,1,Y,N,36.35466462,127.3013735,2,2.5,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,2,1,0,2,6,3732,3,1680,0.0
대전광역시,유성구,반석서로,,대전광역시유성구반석동997,9037,1,N,N,36.38863872,127.3103437,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,3,4,6,0,0,2,1476,6,3909,0.0
대전광역시,유성구,반석서로,,대전광역시유성구반석동997,9038,1,N,N,36.38853636,127.3103161,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,4,6,0,0,2,1476,6,3909,0.0
대전광역시,유성구,반석서로,,대전광역시유성구반석동997,9039,1,N,N,36.38842994,127.3102965,1,2.8,7.0,N,,,,,N,Y,N,N,대전광역시,042-120,2023-01-05,2,4,6,0,0,2,1476,6,3909,0.0
대전광역시,유성구,현충원로,,대전광역시유성구갑동448,9040,1,N,N,36.36014495,127.2947276,7,7.8,7.0,Y,,,,,N,Y,N,N,대전광역시,042-120,2023-01-05,19,1,1,0,2,0,0,0,0,0.0
대전광역시,유성구,지족동로,,대전광역시유성구지족동1062-1,9041,1,Y,N,36.37491146,127.3048949,4,6.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,2,0,0,3,2,844,24,13828,0.0
대전광역시,유성구,지족로,,대전광역시유성구지족동1060-1,9042,1,Y,N,36.37490968,127.3046121,6,6.5,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,4,2,0,0,3,11,6198,24,13828,0.0
대전광역시,유성구,지족로,,대전광역시유성구반석동997,9043,1,N,Y,36.38769238,127.3119757,2,4.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,7,4,0,2,11,6198,6,3909,0.0
대전광역시,유성구,노은로426번길,,대전광역시유성구하기동608,9044,1,N,N,36.38917198,127.3312965,2,4.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,4,2,0,0,1,201,6,3317,1.0
대전광역시,유성구,노은로,,대전광역시유성구하기동603,9045,1,N,N,36.39093081,127.3315106,9,7.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,7,3,0,0,2,5,2635,6,3317,0.0
대전광역시,유성구,노은로,,대전광역시유성구하기동603,9046,1,N,N,36.39098862,127.3311111,9,7.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,14,4,0,0,2,5,2635,6,3317,0.0
대전광역시,유성구,노은로426번길,,대전광역시유성구하기동603,9047,1,N,N,36.39077109,127.3312512,6,6.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,8,4,2,0,2,1,201,6,3317,0.0
대전광역시,유성구,하기로143번길,,대전광역시유성구하기동603,9048,1,N,N,36.3911169,127.3313945,2,4.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,9,3,0,0,2,0,0,6,3317,0.0
대전광역시,유성구,노은로426번길,,대전광역시유성구하기동609,9049,1,N,N,36.39009925,127.3311097,5,5.9,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,4,4,2,0,1,1,201,6,3317,0.0
대전광역시,유성구,하기로,,대전광역시유성구하기동603,9050,1,N,N,36.39057273,127.3328278,2,5.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,2,0,0,0,0,0,6,3317,0.0
대전광역시,유성구,반석서로19번길,,대전광역시유성구반석동997,9051,1,N,N,36.38936073,127.3098527,1,2.7,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,4,6,0,0,0,0,6,3909,0.0
대전광역시,유성구,반석로,,대전광역시유성구반석동587-4,9052,1,N,N,36.39069841,127.3086944,1,3.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,8,4,6,0,1,2,1255,6,3909,0.0
대전광역시,유성구,반석서로,,대전광역시유성구반석동672,9053,1,N,N,36.39103281,127.3091405,2,4.1,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,8,4,6,0,1,2,1476,6,3909,0.0
대전광역시,유성구,반석서로,,대전광역시유성구반석동672,9054,1,N,N,36.39021937,127.3096025,2,3.7,7.0,N,,,,,N,Y,N,N,대전광역시,042-120,2023-01-05,2,4,6,0,1,2,1476,6,3909,0.0
대전광역시,유성구,반석로,,대전광역시유성구반석동589-2,9055,1,N,N,36.3906481,127.3077161,1,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,7,4,6,0,2,2,1255,6,3909,0.0
대전광역시,유성구,반석로74번길,,대전광역시유성구반석동704,9056,1,N,N,36.39047172,127.3067438,1,2.3,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,4,4,6,0,1,0,0,6,3909,0.0
대전광역시,유성구,반석로,,대전광역시유성구반석동589-2,9057,1,N,N,36.39049552,127.3077841,1,3.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,4,6,0,2,2,1255,6,3909,0.0
대전광역시,유성구,반석로76번길,,대전광역시유성구반석동704,9058,1,N,N,36.39045688,127.306285,1,2.5,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,4,6,0,1,0,0,6,3909,0.0
대전광역시,유성구,북유성대로,,대전광역시유성구하기동630,9059,1,N,N,36.38374226,127.3226807,2,4.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,3,8,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,은구비로,,대전광역시유성구하기동630,9060,1,N,N,36.38365048,127.322643,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,9,8,6,0,0,2,751,6,3317,0.0
대전광역시,유성구,북유성대로,,대전광역시유성구하기동1005,9061,1,Y,N,36.38330498,127.3217843,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,8,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,지족로364번길,,대전광역시유성구지족동839,9062,1,N,N,36.38349919,127.3188896,2,2.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,13,9,8,0,1,0,0,24,13828,0.0
대전광역시,유성구,지족로364번길,,대전광역시유성구지족동927,9063,1,N,Y,36.38356665,127.3190137,3,6.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,13,9,8,0,1,0,0,24,13828,0.0
대전광역시,유성구,노은서로,,대전광역시유성구지족동926,9064,1,N,Y,36.3839171,127.317896,2,5.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,8,8,0,0,2,1600,24,13828,0.0
대전광역시,유성구,노은서로266번길,,대전광역시유성구지족동948,9065,1,N,N,36.38328583,127.3175804,3,6.2,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,8,8,0,0,0,0,24,13828,0.0
대전광역시,유성구,노은서로,,대전광역시유성구지족동926,9066,1,N,N,36.38341253,127.3175267,2,6.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,8,8,0,0,2,1600,24,13828,0.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동613,9067,1,N,N,36.3888865,127.3301227,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,4,4,0,0,0,0,6,3317,1.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동613,9068,1,N,N,36.38895411,127.3302074,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,4,2,0,0,0,0,6,3317,1.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동613,9069,1,N,N,36.38898492,127.3306226,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,7,4,2,0,0,0,0,6,3317,1.0
대전광역시,유성구,노은로426번길,,대전광역시유성구하기동615,9070,1,N,N,36.38787571,127.3316507,4,6.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,4,4,0,0,1,201,6,3317,0.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동615,9071,1,N,N,36.38782665,127.3317939,2,6.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,4,4,0,0,0,0,6,3317,0.0
대전광역시,유성구,노은로426번길,,대전광역시유성구하기동609,9072,1,N,N,36.38907384,127.3311847,4,6.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,4,2,0,0,1,201,6,3317,1.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동613,9073,1,N,N,36.38912354,127.3310542,2,4.0,7.0,Y,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,4,2,0,0,0,0,6,3317,1.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동608,9074,1,N,N,36.38797194,127.3321448,1,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,3,4,2,0,0,0,0,6,3317,0.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동615,9075,1,N,N,36.38822739,127.3333976,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,2,0,0,0,0,0,6,3317,0.0
대전광역시,유성구,하기로,,대전광역시유성구하기동606,9076,1,N,N,36.38832306,127.3334551,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,2,0,0,0,0,0,6,3317,0.0
대전광역시,유성구,노은로426번길,,대전광역시유성구하기동615,9077,1,N,N,36.38804811,127.3329768,2,4.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,3,2,0,0,1,201,6,3317,0.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동615,9078,1,N,N,36.3880897,127.3328719,2,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,1,3,2,0,0,0,0,6,3317,0.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동613,9079,1,N,N,36.38879483,127.3293405,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,4,4,0,0,0,0,6,3317,0.0
대전광역시,유성구,노은로410번길,,대전광역시유성구하기동614,9080,1,N,N,36.38879178,127.3296242,2,3.6,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,0,4,4,0,0,0,0,6,3317,0.0
대전광역시,유성구,송림로54번길,,대전광역시유성구하기동593,9081,1,N,N,36.38679766,127.3237592,2,3.9,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,6,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,송림로53번길,,대전광역시유성구하기동599,9082,1,N,N,36.38775878,127.3241207,2,3.8,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,6,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,송림로53번길,,대전광역시유성구하기동598,9083,1,N,N,36.38738087,127.324109,2,4.1,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,2,6,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,노은로,,대전광역시유성구하기동603,9084,1,N,Y,36.38786607,127.3223021,9,8.1,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,37,7,7,0,0,5,2635,6,3317,1.0
대전광역시,유성구,송림로,,대전광역시유성구하기동596,9085,1,N,N,36.38682425,127.3246738,4,6.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,5,6,6,0,0,2,929,6,3317,0.0
대전광역시,유성구,송림로54번길,,대전광역시유성구하기동596,9086,1,N,N,36.38703278,127.3238137,2,3.9,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,1,6,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,송림로,,대전광역시유성구하기동596,9087,1,N,N,36.38707692,127.3239761,4,6.0,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,5,6,6,0,0,2,929,6,3317,0.0
대전광역시,유성구,송림로53번길,,대전광역시유성구하기동598,9088,1,N,Y,36.38720476,127.3239125,2,3.9,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,6,6,6,0,0,0,0,6,3317,0.0
대전광역시,유성구,송림로,,대전광역시유성구하기동596,9089,1,N,N,36.38715455,127.3237517,4,6.2,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,7,6,6,0,0,2,929,6,3317,0.0
대전광역시,유성구,송림로48번길,,대전광역시유성구하기동596,9090,1,N,N,36.38728762,127.3231391,1,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,11,7,6,0,0,0,0,6,3317,1.0
대전광역시,유성구,송림로,,대전광역시유성구하기동596,9091,1,N,Y,36.38743773,127.3232194,1,4.0,7.0,N,,,,,N,Y,Y,N,대전광역시,042-120,2023-01-05,8,7,6,0,0,2,929,6,3317,1.0
대전광역시,유성구,노은로,,대전광역시유성구하기동603,9092,1,N,Y,36.38755069,127.3221152,8,8.1,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,36,7,7,0,1,5,2635,6,3317,1.0
대전광역시,유성구,송림로,,대전광역시유성구하기동577,9093,1,N,Y,36.38780785,127.3219573,6,8.0,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,35,7,7,0,0,2,929,6,3317,1.0
대전광역시,유성구,송림로,,대전광역시유성구반석동577,9094,1,N,Y,36.38812598,127.3203152,5,6.0,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,12,6,8,0,0,2,929,6,3909,1.0
대전광역시,유성구,송림로,,대전광역시유성구반석동516-1,9095,1,N,Y,36.38801387,127.3202369,2,3.2,7.0,Y,,,,,N,Y,Y,Y,대전광역시,042-120,2023-01-05,12,6,8,0,0,2,929,6,3909,1.0
