시도명,시군구명,도로명,소재지지번주소,횡단보도관리번호,위도,경도,신고수,학교수,어린이시설수,노인시설수,아파트세대수,cctv수,버스정류장수,횡단보도폭,횡단보도연장,차로수,predict
대전광역시,유성구,죽동로279번길,대전광역시유성구죽동782,6018,36.37284925,127.3389033,6,1,0,0,3260,1.0,0,4.1,9.0,3,1
대전광역시,유성구,죽동로279번길,대전광역시유성구죽동782,6019,36.37279175,127.3394632,9,1,0,0,3260,1.0,0,4.1,7.9,3,1
대전광역시,유성구,죽동로,대전광역시유성구죽동778,6020,36.37192212,127.3384577,6,1,0,0,3260,1.0,0,4.0,11.4,3,1
대전광역시,유성구,죽동로,대전광역시유성구죽동778,6021,36.37201098,127.338354,6,1,0,0,3260,1.0,0,4.0,7.9,2,1
대전광역시,유성구,죽동로,대전광역시유성구죽동778,6022,36.37209484,127.3384616,8,1,0,0,3260,1.0,0,4.2,11.4,3,1
대전광역시,유성구,죽동로279번길,대전광역시유성구죽동778,6023,36.37111582,127.3385009,20,1,0,0,3260,0.0,1,4.1,5.5,2,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동773,6024,36.37047304,127.3379308,18,3,0,0,3260,0.0,2,6.2,23.6,6,4
대전광역시,유성구,죽동로280번길,대전광역시유성구죽동778,6025,36.37115421,127.338222,15,1,0,0,3260,0.0,2,4.1,7.7,2,1
대전광역시,유성구,죽동로,대전광역시유성구죽동778,6026,36.37061173,127.3382082,24,2,0,0,3260,0.0,2,6.0,19.2,5,4
대전광역시,유성구,죽동로,대전광역시유성구죽동765,6027,36.37024009,127.338067,31,3,0,0,3260,0.0,2,6.1,18.8,5,4
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동773,6028,36.37037738,127.338346,36,2,0,0,3260,0.0,1,6.3,24.0,6,4
대전광역시,유성구,죽동로,대전광역시유성구죽동778,6029,36.37121048,127.3383706,16,1,0,0,3260,0.0,1,4.0,11.4,3,1
대전광역시,유성구,죽동로297번길,대전광역시유성구죽동767,6030,36.36954034,127.3379066,19,3,0,0,3260,0.0,1,4.1,10.2,2,1
대전광역시,유성구,죽동로298번길,대전광역시유성구죽동756,6031,36.36960838,127.3376907,20,3,0,0,3260,0.0,2,3.9,9.0,2,1
대전광역시,유성구,죽동로,대전광역시유성구죽동765,6032,36.36949292,127.33778,18,4,0,0,3260,0.0,1,4.0,10.2,3,1
대전광역시,유성구,죽동로,대전광역시유성구죽동765,6033,36.36963898,127.3378156,20,3,0,0,3260,0.0,1,4.0,16.1,4,1
대전광역시,유성구,죽동로,대전광역시유성구죽동750,6034,36.36869436,127.3376628,9,4,0,0,3260,0.0,0,6.1,14.4,4,1
대전광역시,유성구,죽동로,대전광역시유성구죽동765,6035,36.36888148,127.3375295,10,4,0,0,3260,0.0,0,4.0,12.6,3,1
대전광역시,유성구,죽동로,대전광역시유성구죽동750,6036,36.36879333,127.3372771,8,4,0,0,3260,0.0,0,6.0,14.4,4,1
대전광역시,유성구,죽동로,대전광역시유성구죽동750,6037,36.36866134,127.3374044,10,4,0,0,3260,0.0,0,3.1,13.6,3,1
대전광역시,유성구,죽동로297번길,대전광역시유성구죽동750,6038,36.36849151,127.3385107,3,5,0,0,3260,0.0,0,6.1,11.7,3,1
대전광역시,유성구,죽동로297번길,대전광역시유성구죽동770,6039,36.3686332,127.3384275,4,5,0,0,3260,0.0,0,3.9,8.8,3,1
대전광역시,유성구,죽동로297번길,대전광역시유성구죽동750,6040,36.36855699,127.3382556,5,5,0,0,3260,0.0,0,6.0,11.9,3,1
대전광역시,유성구,죽동로,대전광역시유성구죽동750,6041,36.36921099,127.3356524,12,3,0,0,3260,0.0,1,6.2,15.3,4,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동751,6042,36.36928876,127.3358731,12,3,0,0,3260,0.0,1,4.1,5.4,2,1
대전광역시,유성구,죽동로,대전광역시유성구죽동750,6043,36.36912486,127.335983,13,4,0,0,3260,0.0,1,6.0,15.2,4,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동751,6044,36.3694454,127.3358672,13,3,0,0,3260,0.0,1,2.4,4.2,1,1
대전광역시,유성구,죽동로,대전광역시유성구죽동750,6045,36.36907493,127.3358033,12,4,0,0,3260,0.0,1,3.2,16.2,3,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동751,6046,36.36991485,127.3361251,2,3,0,0,3260,0.0,2,4.2,5.4,2,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동760,6047,36.36996624,127.3362189,4,3,0,0,3260,0.0,2,4.1,7.6,2,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동751,6048,36.37006893,127.336187,0,3,0,0,3260,0.0,3,4.1,5.5,2,1
대전광역시,유성구,과학로,대전광역시유성구어은동52-9,6049,36.37267356,127.3549049,0,2,2,0,3144,0.0,0,6.0,17.2,4,1
대전광역시,유성구,유성대로,대전광역시유성구죽동115-2,6050,36.37493826,127.3417306,6,1,0,0,3260,0.0,2,8.0,34.5,10,4
대전광역시,유성구,유성대로935번길,대전광역시유성구죽동793,6051,36.37518232,127.3415212,6,1,0,0,3260,0.0,2,6.2,21.1,5,4
대전광역시,유성구,유성대로935번길,대전광역시유성구죽동799,6052,36.37557999,127.3400819,0,1,0,0,3260,0.0,0,6.1,19.7,5,4
대전광역시,유성구,유성대로935번길,대전광역시유성구죽동741,6053,36.37564986,127.3402746,1,1,0,0,3260,0.0,0,3.0,7.7,2,1
대전광역시,유성구,유성대로,대전광역시유성구죽동220-10,6054,36.37693783,127.3425377,2,1,0,1,3260,0.0,2,3.0,20.1,2,1
대전광역시,유성구,유성대로,대전광역시유성구죽동산2,6055,36.37697056,127.3421008,2,1,0,1,3260,0.0,2,3.0,8.6,2,1
대전광역시,유성구,가정북로,대전광역시유성구장동372-2,6056,36.39555786,127.3562501,4,2,0,1,0,0.0,2,8.0,7.0,4,1
대전광역시,유성구,대덕대로,대전광역시유성구도룡동2-6,6057,36.37949714,127.3787427,5,4,3,0,9935,0.0,2,4.2,10.8,3,5
대전광역시,유성구,죽동로,대전광역시유성구노은동17-8,6064,36.36661366,127.3325409,103,6,3,1,3282,1.0,2,6.1,18.5,6,7
대전광역시,유성구,죽동로,대전광역시유성구노은동16-20,6065,36.36700693,127.3328384,4,6,3,1,3282,1.0,2,4.0,3.1,1,6
대전광역시,유성구,죽동로,대전광역시유성구노은동16-23,6066,36.36772623,127.3332174,0,6,3,0,3282,0.0,0,4.1,7.8,1,1
대전광역시,유성구,죽동로,대전광역시유성구노은동109-19,6067,36.36777604,127.3329957,0,6,3,0,3282,0.0,0,3.9,7.8,1,1
대전광역시,유성구,죽동로,대전광역시유성구죽동799,6068,36.36961339,127.3341459,14,5,0,0,3260,2.0,2,4.3,12.1,4,6
대전광역시,유성구,죽동로,대전광역시유성구죽동799,6069,36.36972215,127.3343641,15,5,0,0,3260,2.0,2,6.0,20.1,5,6
대전광역시,유성구,죽동로,대전광역시유성구죽동799,6070,36.36944042,127.3342299,15,5,0,0,3260,2.0,2,6.1,22.9,5,6
대전광역시,유성구,죽동로,대전광역시유성구죽동750,6071,36.36951016,127.3344992,14,4,0,0,3260,2.0,2,6.1,14.8,4,6
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동773,6072,36.37111023,127.3351819,6,3,0,0,3260,0.0,2,6.2,23.8,6,4
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동747,6073,36.37120526,127.3347507,3,3,0,0,3260,0.0,1,6.1,16.6,4,4
대전광역시,유성구,죽동로,대전광역시유성구죽동799,6074,36.37134734,127.3350083,5,3,0,0,3260,0.0,0,6.3,24.1,6,4
대전광역시,유성구,죽동로,대전광역시유성구죽동799,6075,36.37097509,127.3349009,3,3,0,0,3260,0.0,1,6.2,23.7,6,4
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동747,6076,36.37142015,127.3336737,2,4,0,0,3260,0.0,0,6.2,11.9,4,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동747,6077,36.37137911,127.3334914,2,4,0,0,3260,0.0,0,2.8,9.8,3,1
대전광역시,유성구,죽동로,대전광역시유성구죽동799,6078,36.37230572,127.3353501,5,1,0,0,3260,0.0,0,2.9,10.5,2,1
대전광역시,유성구,죽동로,대전광역시유성구죽동746,6079,36.37235066,127.3350304,5,2,0,0,3260,0.0,0,4.0,7.7,2,1
대전광역시,유성구,죽동로,대전광역시유성구죽동799,6080,36.37244419,127.3352234,5,1,0,0,3260,0.0,0,6.2,19.7,4,4
대전광역시,유성구,호남지선고속도로,대전광역시유성구죽동746,6081,36.37273435,127.3332222,1,3,0,0,3260,0.0,0,4.1,5.4,2,1
대전광역시,유성구,호남지선고속도로,대전광역시유성구죽동746,6082,36.37280321,127.3331189,1,3,0,0,3260,0.0,0,1.8,5.4,1,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동712,6083,36.3711034,127.3357835,6,2,0,0,3260,0.0,1,2.9,8.3,2,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동751,6084,36.37067687,127.3364326,3,2,0,0,3260,0.0,2,4.1,5.3,2,1
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동773,6085,36.37078126,127.3365942,3,2,0,0,3260,0.0,2,6.1,16.4,4,4
대전광역시,유성구,유성대로877번길,대전광역시유성구죽동773,6086,36.37083562,127.3363622,3,2,0,0,3260,0.0,2,6.1,16.6,4,4
대전광역시,유성구,죽동로279번길,대전광역시유성구죽동783,6087,36.37209746,127.3400862,13,1,0,0,3260,0.0,0,4.2,5.5,2,1
대전광역시,유성구,죽동로279번길,대전광역시유성구죽동785,6088,36.3712683,127.3398148,12,1,0,0,3260,1.0,2,4.1,6.6,2,6
대전광역시,유성구,죽동로279번길,대전광역시유성구죽동787,6089,36.37044471,127.3395393,19,2,0,0,3260,0.0,3,4.1,6.6,2,1
대전광역시,유성구,유성대로,대전광역시유성구죽동220,6090,36.36980082,127.3410798,0,3,0,0,3260,0.0,3,4.3,10.2,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6091,36.36888575,127.3416887,0,4,0,0,1686,0.0,0,3.9,8.2,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6092,36.36885743,127.3415532,0,4,0,0,1686,0.0,1,4.0,14.0,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6093,36.36833866,127.3414697,2,4,0,1,1686,0.0,0,3.8,6.5,2,1
대전광역시,유성구,유성대로,대전광역시유성구죽동220,6094,36.36814792,127.3399446,2,5,0,0,3260,0.0,1,3.2,5.2,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6095,36.36859633,127.3440341,0,4,0,1,1686,0.0,0,4.5,11.0,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6096,36.36848399,127.3456567,2,5,0,2,1686,0.0,2,5.0,8.5,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6097,36.36841129,127.3457565,2,5,0,2,1686,0.0,2,4.6,16.0,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6098,36.36846366,127.3458755,2,5,0,2,1686,0.0,2,4.6,16.0,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6099,36.36937245,127.3460216,0,4,0,2,1686,0.0,2,4.4,14.2,2,1
대전광역시,유성구,농대로,대전광역시유성구궁동220,6100,36.36985392,127.3471685,0,3,0,2,371,0.0,1,4.1,12.7,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6101,36.3705494,127.3436002,0,3,0,1,1686,0.0,0,3.9,10.4,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6102,36.3702637,127.3427435,0,3,0,0,1686,0.0,0,4.1,14.9,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6103,36.37023574,127.3443073,0,3,0,1,1686,0.0,0,4.0,16.7,1,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6104,36.37044924,127.3439404,0,3,0,1,1686,0.0,0,4.1,6.9,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6105,36.3704515,127.3429204,0,3,0,0,1686,0.0,0,4.2,12.3,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6106,36.37021324,127.3444839,0,3,0,1,1686,0.0,0,4.0,6.9,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6107,36.37040589,127.3442905,0,3,0,1,1686,0.0,0,4.0,10.6,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6108,36.37089152,127.3445787,0,3,0,1,1686,0.0,0,4.0,5.3,2,1
대전광역시,유성구,유성대로,대전광역시유성구궁동220,6109,36.37122761,127.3450126,0,3,0,1,1686,0.0,0,4.7,6.2,2,1
대전광역시,유성구,신성로,대전광역시유성구자운동549,6110,36.39315766,127.3520443,7,3,2,1,0,0.0,2,4.1,6.8,2,1
대전광역시,유성구,대학로291번길,대전광역시유성구어은동44,6111,36.37180091,127.3595684,2,2,0,0,3144,0.0,0,5.4,5.6,2,1
대전광역시,유성구,대학로291번나길,대전광역시유성구어은동400,6112,36.37149834,127.3614417,0,3,0,0,3144,0.0,0,5.2,14.2,4,1
대전광역시,유성구,대학로291번라길,대전광역시유성구어은동23,6113,36.37122154,127.3607144,0,2,0,0,3144,0.0,2,3.6,6.8,2,1
대전광역시,유성구,대학로291번라길,대전광역시유성구어은동23,6114,36.37132265,127.3607325,0,2,0,0,3144,0.0,1,5.4,12.5,4,1
대전광역시,유성구,대학로291번라길,대전광역시유성구어은동400,6115,36.37153398,127.3611347,0,3,0,0,3144,0.0,0,5.0,12.9,4,1
대전광역시,유성구,대학로291번라길,대전광역시유성구어은동400,6116,36.37207981,127.3620905,0,1,0,0,3144,0.0,2,4.1,13.2,4,1
대전광역시,유성구,대학로291번라길,대전광역시유성구어은동400,6117,36.37246885,127.3632346,2,1,0,0,3144,0.0,2,6.0,10.4,2,1
대전광역시,유성구,대학로291번길,대전광역시유성구어은동23,6118,36.3702558,127.3615114,0,3,0,0,3144,0.0,2,6.5,6.0,2,1
대전광역시,유성구,대학로291번나길,대전광역시유성구어은동23,6119,36.37061713,127.362204,0,3,0,0,3144,0.0,0,5.9,6.0,2,1
대전광역시,유성구,대학로291번나길,대전광역시유성구어은동23,6120,36.37077755,127.3624764,0,2,0,0,3144,0.0,0,4.9,11.6,2,1
대전광역시,유성구,북유성대로,대전광역시유성구지족동1010,6121,36.37713635,127.3248073,45,8,8,0,13828,0.0,2,8.5,7.0,12,4
대전광역시,유성구,북유성대로155번길,대전광역시유성구지족동942,6122,36.38020471,127.3201502,2,8,8,0,13828,0.0,0,4.1,7.0,2,3
대전광역시,유성구,노은동로,대전광역시유성구지족동975,6123,36.37513059,127.3227181,0,7,10,0,13828,1.0,0,6.1,7.0,4,3
대전광역시,유성구,반석로,대전광역시유성구반석동587,6124,36.39091071,127.3087957,9,4,6,0,3909,0.0,1,2.2,7.0,1,5
대전광역시,유성구,반석로,대전광역시유성구반석동674,6125,36.39094965,127.309346,8,4,6,0,3909,0.0,1,5.9,7.0,5,5
대전광역시,유성구,반석서로,대전광역시유성구반석동672,6126,36.39078845,127.3092184,5,4,6,0,3909,0.0,1,4.0,7.0,3,5
대전광역시,유성구,반석로,대전광역시유성구반석동672,6127,36.3908827,127.3090722,6,4,6,0,3909,0.0,1,6.1,7.0,4,5
대전광역시,유성구,북유성대로,대전광역시유성구하기동630,6128,36.383673,127.3225129,11,8,6,0,3317,0.0,0,3.9,7.0,3,5
대전광역시,유성구,노은로,대전광역시유성구하기동585,6129,36.38379179,127.3225323,3,8,6,0,3317,0.0,0,3.9,7.0,3,5
대전광역시,유성구,송림로19번길,대전광역시유성구반석동578,6130,36.38846698,127.3201293,10,7,8,0,3909,1.0,0,4.0,7.0,2,6
대전광역시,유성구,노은로,대전광역시유성구하기동82-1,6131,36.39052257,127.335234,5,3,0,0,3317,0.0,0,4.0,4.7,1,1
대전광역시,유성구,노은로,대전광역시유성구하기동82-1,6132,36.39043076,127.3357748,4,3,0,1,3317,0.0,0,3.6,4.6,1,1
대전광역시,유성구,노은로,대전광역시유성구하기동산51-24,6133,36.39032383,127.3352114,4,3,0,0,3317,0.0,0,6.5,22.7,6,4
대전광역시,유성구,노은로,대전광역시유성구하기동82-1,6134,36.39045656,127.3354942,5,3,0,0,3317,0.0,0,6.4,19.3,6,4
대전광역시,유성구,노은로,대전광역시유성구하기동603,6135,36.38908991,127.3229593,1,6,5,0,3317,0.0,2,7.9,27.4,8,4
대전광역시,유성구,송림로,대전광역시유성구반석동577,6136,36.38795781,127.3197366,21,7,8,0,3909,1.0,0,5.2,17.0,6,4
대전광역시,유성구,송림로,대전광역시유성구반석동577,6137,36.38800392,127.3195915,22,7,8,0,3909,1.0,0,3.9,11.0,3,6
대전광역시,유성구,반석서로,대전광역시유성구반석동612,6138,36.39538104,127.3090125,2,3,4,2,3909,0.0,0,7.3,10.7,2,1
대전광역시,유성구,북유성대로400번길,대전광역시유성구외삼동421,6139,36.40113705,127.310468,0,2,3,2,0,0.0,0,2.0,15.8,2,1
대전광역시,유성구,반석로,대전광역시유성구반석동1104,6140,36.38957577,127.3016007,0,2,6,0,3909,0.0,0,4.0,3.0,1,1
대전광역시,유성구,반석로,대전광역시유성구반석동704,6141,36.38956331,127.3023958,0,3,6,0,3909,0.0,3,3.8,9.4,2,5
대전광역시,유성구,반석로,대전광역시유성구반석동338-1,6142,36.38976847,127.3030947,0,4,6,0,3909,0.0,2,3.9,6.5,1,5
대전광역시,유성구,반석로,대전광역시유성구반석동704,6143,36.38965309,127.3029175,0,4,6,0,3909,0.0,3,3.8,10.2,3,5
대전광역시,유성구,반석로,대전광역시유성구반석동704,6144,36.38952408,127.3027604,0,3,6,0,3909,0.0,3,4.3,12.4,3,5
대전광역시,유성구,반석로112번길,대전광역시유성구반석동704,6145,36.38964422,127.3024692,0,3,6,0,3909,0.0,2,5.0,7.6,1,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1112,6146,36.3887118,127.3031197,3,4,6,0,3909,0.0,4,4.0,8.9,3,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1108,6147,36.38882876,127.3029161,3,4,6,0,3909,0.0,4,6.0,13.3,4,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1108,6148,36.38853704,127.3029897,1,4,6,0,3909,0.0,3,6.0,13.4,4,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1108,6149,36.38867421,127.3028522,2,4,6,0,3909,0.0,3,4.0,19.7,2,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1110,6150,36.38888043,127.3034316,4,4,6,0,3909,0.0,4,3.7,6.4,2,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1112,6151,36.38892644,127.3043831,9,4,6,0,3909,0.0,3,4.0,5.5,2,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1110,6152,36.38908283,127.3043254,10,4,6,0,3909,0.0,3,4.1,5.4,2,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1112,6153,36.38896448,127.3042287,10,4,6,0,3909,0.0,4,3.9,9.9,3,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1112,6154,36.38917255,127.3052119,11,4,6,0,3909,0.0,0,4.0,12.4,3,1
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6155,36.38932885,127.3062634,4,4,6,0,3909,0.0,1,3.9,6.2,2,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1112,6156,36.3894399,127.3063315,4,4,6,0,3909,0.0,1,4.0,10.1,3,5
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6157,36.38924808,127.3072056,10,4,6,0,3909,0.0,1,4.0,4.9,1,5
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6158,36.38913486,127.3068396,4,4,6,0,3909,0.0,1,4.0,6.4,2,5
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6159,36.38903267,127.3064729,5,4,6,0,3909,0.0,1,4.0,6.1,2,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1087,6160,36.38970819,127.3074641,6,4,6,0,3909,0.0,1,4.0,11.3,3,5
대전광역시,유성구,반석서로19번길,대전광역시유성구반석동609-4,6161,36.38965312,127.3077244,4,4,6,0,3909,0.0,1,2.1,9.9,1,5
대전광역시,유성구,지족동로,대전광역시유성구반석동609-4,6162,36.38954497,127.30768,8,4,6,0,3909,0.0,1,4.0,11.2,4,5
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6163,36.38872208,127.3073642,8,4,6,0,3909,0.0,0,3.9,6.5,2,5
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6164,36.38859416,127.306998,12,4,6,0,3909,0.0,0,4.0,5.3,2,5
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6165,36.3884902,127.3066274,9,4,6,0,3909,0.0,0,4.0,5.4,2,5
대전광역시,유성구,지족동로,대전광역시유성구반석동600,6166,36.38782345,127.308416,24,4,6,0,3909,1.0,0,5.8,19.1,6,4
대전광역시,유성구,지족로,대전광역시유성구반석동1060-1,6167,36.38760899,127.3082976,26,5,6,0,6198,1.0,1,6.1,19.1,7,4
대전광역시,유성구,지족동로,대전광역시유성구반석동1060-1,6168,36.38748596,127.3085095,29,5,6,0,3909,1.0,1,5.8,14.8,4,6
대전광역시,유성구,지족동로,대전광역시유성구반석동1060-1,6169,36.38745394,127.3083347,28,5,6,0,3909,1.0,1,4.1,4.2,1,6
대전광역시,유성구,지족동로,대전광역시유성구반석동609-4,6170,36.38847153,127.3080398,7,4,6,0,3909,1.0,0,1.8,8.7,1,6
대전광역시,유성구,지족로,대전광역시유성구반석동1060-1,6171,36.38770895,127.3086808,28,5,6,0,6198,1.0,0,5.9,23.4,7,4
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6172,36.3877897,127.307345,3,5,6,0,3909,0.0,0,4.0,6.0,2,5
대전광역시,유성구,지족북로66번길,대전광역시유성구반석동1114,6173,36.38825915,127.3076153,9,4,6,0,3909,0.0,0,2.2,4.9,1,1
대전광역시,유성구,지족동로143번길,대전광역시유성구지족동1061,6174,36.38711127,127.3083404,15,6,6,0,13828,1.0,1,4.0,7.7,2,6
대전광역시,유성구,지족동로142번길,대전광역시유성구지족동1063-1,6175,36.38721872,127.3086294,16,5,6,0,13828,1.0,1,3.8,6.4,2,6
대전광역시,유성구,지족동로142번길,대전광역시유성구지족동1063-1,6176,36.38657794,127.3086347,7,6,6,0,13828,0.0,2,3.9,7.1,2,3
대전광역시,유성구,지족동로,대전광역시유성구지족동1062-1,6177,36.38667656,127.3084834,11,6,6,0,13828,0.0,2,6.0,17.7,5,3
대전광역시,유성구,지족동로143번길,대전광역시유성구지족동1061,6178,36.38658132,127.3083163,17,6,6,0,13828,0.0,2,4.0,6.2,2,3
대전광역시,유성구,지족로,대전광역시유성구반석동1060-1,6179,36.38711021,127.306943,4,6,6,0,6198,0.0,0,6.0,16.8,4,4
대전광역시,유성구,지족북로13번길,대전광역시유성구반석동1056,6180,36.38662752,127.3031468,4,5,6,0,3909,0.0,3,4.0,5.8,2,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1057,6181,36.38670046,127.3032789,4,5,6,0,3909,0.0,3,3.8,13.8,3,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1093,6182,36.38757048,127.3033629,3,6,6,0,3909,0.0,2,2.9,11.4,2,5
대전광역시,유성구,지족북로,대전광역시유성구반석동1108,6183,36.3875814,127.3031046,3,6,6,0,3909,0.0,2,3.0,10.8,2,5
대전광역시,유성구,지족북로14번길,대전광역시유성구반석동1057,6184,36.38664935,127.3033817,4,5,6,0,3909,0.0,3,4.3,7.9,2,5
대전광역시,유성구,지족북로,대전광역시유성구지족동1057,6185,36.38655,127.3032682,4,5,6,0,13828,0.0,3,4.1,12.3,4,3
대전광역시,유성구,지족북로,대전광역시유성구반석동1108,6186,36.38774187,127.3032036,3,6,6,0,3909,0.0,2,6.0,14.3,5,4
대전광역시,유성구,지족로,대전광역시유성구반석동1060-1,6187,36.38660268,127.3054499,4,6,6,0,6198,0.0,2,6.0,20.1,5,4
대전광역시,유성구,지족북로14번길,대전광역시유성구반석동1060-1,6188,36.38672979,127.3054486,3,6,6,0,3909,0.0,2,3.9,7.3,2,5
대전광역시,유성구,지족로,대전광역시유성구지족동1060-1,6189,36.38549273,127.3037459,8,4,6,0,13828,0.0,2,5.9,21.6,5,4
대전광역시,유성구,지족북로,대전광역시유성구지족동1057,6190,36.38573957,127.3037146,8,4,6,0,13828,0.0,2,6.0,12.1,4,3
대전광역시,유성구,지족로,대전광역시유성구지족동1060-1,6191,36.38571652,127.303986,9,5,6,0,13828,0.0,2,6.2,21.8,7,4
대전광역시,유성구,지족로,대전광역시유성구지족동1060-1,6192,36.38552085,127.3039727,8,4,6,0,13828,0.0,2,3.3,11.2,3,3
대전광역시,유성구,지족동로,대전광역시유성구지족동1062-1,6193,36.38531272,127.3083085,4,7,6,0,13828,0.0,2,6.0,18.2,4,3
대전광역시,유성구,지족동로,대전광역시유성구지족동1062-1,6194,36.38522313,127.3081081,6,6,6,0,13828,0.0,2,3.5,8.9,3,3
대전광역시,유성구,지족동로,대전광역시유성구지족동1030,6195,36.38511686,127.3083427,4,6,6,0,13828,0.0,2,4.0,12.5,4,3
대전광역시,유성구,지족로,대전광역시유성구지족동1060-1,6196,36.38437576,127.3030181,0,3,4,0,13828,0.0,0,6.1,6.9,2,3
대전광역시,유성구,지족로,대전광역시유성구지족동1060-1,6197,36.38456627,127.3029617,0,3,4,0,13828,0.0,0,6.3,19.1,5,4
대전광역시,유성구,지족로,대전광역시유성구지족동1060-1,6198,36.38167158,127.3022817,6,2,3,0,13828,0.0,0,5.7,17.5,6,4
대전광역시,유성구,지족로190번길,대전광역시유성구지족동1060-1,6199,36.38149385,127.3024779,9,2,3,0,13828,0.0,0,6.1,15.1,5,4
대전광역시,유성구,지족로190번길,대전광역시유성구지족동1072,6200,36.38149372,127.3033725,10,2,3,0,13828,0.0,0,6.3,14.1,5,4
대전광역시,유성구,지족로190번길,대전광역시유성구지족동1072,6201,36.38149046,127.3044154,3,2,1,0,13828,0.0,1,6.1,14.1,5,4
대전광역시,유성구,지족로190번길,대전광역시유성구지족동1072,6202,36.38157441,127.3045121,6,2,2,0,13828,0.0,1,2.2,12.3,3,3
대전광역시,유성구,지족로190번길,대전광역시유성구지족동1072,6203,36.38149129,127.3046425,6,3,2,0,13828,0.0,2,6.0,14.4,5,3
대전광역시,유성구,지족로190번길,대전광역시유성구지족동1072,6204,36.38140576,127.3045017,3,2,1,0,13828,0.0,2,2.2,10.8,3,3
대전광역시,유성구,지족동로,대전광역시유성구지족동1062-1,6205,36.3813233,127.3059758,4,4,2,0,13828,0.0,2,6.0,17.5,6,4
대전광역시,유성구,지족로190번길,대전광역시유성구지족동1072,6206,36.38148863,127.305784,8,4,2,0,13828,0.0,2,5.8,16.0,5,3
대전광역시,유성구,지족로189번길,대전광역시유성구지족동1060-1,6207,36.38261879,127.3021273,0,2,3,0,13828,0.0,0,4.1,8.5,2,1
대전광역시,유성구,지족로,대전광역시유성구지족동1060-1,6208,36.3797551,127.3023047,1,2,0,0,13828,1.0,0,5.5,14.2,5,4
대전광역시,유성구,지족로,대전광역시유성구지족동1044,6209,36.37966196,127.3024313,1,2,0,0,13828,1.0,0,3.8,5.3,1,6
대전광역시,유성구,지족동로,대전광역시유성구지족동1062-1,6210,36.37927117,127.3059706,1,3,1,0,13828,0.0,3,5.8,13.3,4,3
대전광역시,유성구,지족로,대전광역시유성구지족동1060-1,6211,36.37799762,127.3023619,1,2,0,0,13828,0.0,0,6.1,17.8,6,4
